time,pm10 std,pm25 std,pm100 std,pm10 env,pm24 env,pm100 env,par03,par05,par10,par25,par50,par100,temperature,gas,humidity,pressure,altitude
Wed Feb 18 15:30:42 2026,1,1,1,1,1,1,291,73,9,0,0,0,23.42375,153938,34.170038524871764,1003.459965068212,81.8294401351198
Wed Feb 18 15:30:43 2026,1,1,1,1,1,1,291,73,9,0,0,0,23.42140625,155290,34.1812919225485,1003.4561083533367,81.86180339542003
Wed Feb 18 15:30:44 2026,1,1,1,1,1,1,276,70,9,0,0,0,23.41984375,154476,34.19835592429537,1003.4570198372139,81.85415475506584
Wed Feb 18 15:30:45 2026,1,1,1,1,1,1,276,70,9,0,0,0,23.418671875,155018,34.203983510365404,1003.4585740949101,81.84111234520257
Wed Feb 18 15:30:46 2026,1,1,1,1,1,1,276,70,9,0,0,0,23.4173046875,156250,34.2268061692917,1003.454583028108,81.87460304647202
Wed Feb 18 15:30:47 2026,1,1,1,1,1,1,246,58,6,0,0,0,23.4157421875,155426,34.22092218867755,1003.4554944813752,81.86695465356698
Wed Feb 18 15:30:48 2026,1,1,1,1,1,1,246,58,6,0,0,0,23.413203125,156112,34.23789916326544,1003.4600228266228,81.8289554616139
Wed Feb 18 15:30:49 2026,1,1,1,1,1,1,246,58,6,0,0,0,23.411640625,155837,34.23775306006132,1003.4591929419466,81.8359193520246
Wed Feb 18 15:30:50 2026,1,1,1,1,1,1,234,58,8,1,0,0,23.410078125,156250,34.231868678913855,1003.4548804775327,81.87210702093358
Wed Feb 18 15:30:51 2026,1,1,1,1,1,1,234,58,8,1,0,0,23.4071484375,157362,34.23733302663417,1003.4518008097676,81.89794986138402
Wed Feb 18 15:30:52 2026,1,1,1,1,1,1,234,58,8,1,0,0,23.40421875,157502,34.24853617475155,1003.4487211318965,81.92379285086108
Wed Feb 18 15:30:53 2026,1,1,1,1,1,1,237,62,8,1,0,0,23.40109375,157783,34.24824391749685,1003.4435787852052,81.96694478357412
Wed Feb 18 15:30:54 2026,1,1,1,1,1,1,237,62,8,1,0,0,23.3985546875,157783,34.242267891940784,1003.4498481631127,81.91433540757251
Wed Feb 18 15:30:55 2026,1,1,1,1,1,1,237,62,8,1,0,0,23.3969921875,157643,34.242121790932345,1003.4507594711498,81.90668820413904
Wed Feb 18 15:30:56 2026,0,1,1,0,1,1,228,59,5,1,0,0,23.3930859375,158065,34.2417565488478,1003.4443314721,81.96062861049056
Wed Feb 18 15:30:57 2026,0,1,1,0,1,1,228,59,5,1,0,0,23.3903515625,159203,34.241500888259864,1003.4433143447491,81.96916383692594
Wed Feb 18 15:30:58 2026,0,1,1,0,1,1,228,59,5,1,0,0,23.3878125,158490,34.235525281717685,1003.4461010462094,81.94577924209412
Wed Feb 18 15:30:59 2026,0,1,1,0,1,1,228,59,5,1,0,0,23.3837109375,159347,34.23514186763401,1003.4463164662043,81.94397154820714
Wed Feb 18 15:31:00 2026,0,1,1,0,1,1,228,59,5,1,0,0,23.3821484375,159060,34.23499580944944,1003.4454864476218,81.95093663931071
Wed Feb 18 15:31:01 2026,0,1,1,0,1,1,228,59,5,1,0,0,23.3801953125,159634,34.22907534537214,1003.4457548191526,81.9486846022795
Wed Feb 18 15:31:02 2026,0,0,0,0,0,0,210,54,5,1,0,0,23.3786328125,159634,34.24040528277845,1003.4466659837062,81.94103857762292
Wed Feb 18 15:31:03 2026,0,0,0,0,0,0,210,54,5,1,0,0,23.3762890625,160213,34.257401699528415,1003.4428091158156,81.97340346925272
Wed Feb 18 15:31:04 2026,0,0,0,0,0,0,210,54,5,1,0,0,23.372578125,160504,34.25705465064188,1003.440184786372,81.99542557696773
Wed Feb 18 15:31:05 2026,0,1,1,0,1,1,210,54,8,1,0,0,23.3692578125,160942,34.251005507109014,1003.4399444154551,81.99744265617473
Wed Feb 18 15:31:06 2026,0,1,1,0,1,1,210,54,8,1,0,0,23.3665234375,161235,34.25648844188914,1003.4441505615589,81.96214672118782
Wed Feb 18 15:31:07 2026,0,1,1,0,1,1,210,54,8,1,0,0,23.36359375,161973,34.25621448277948,1003.4462940662535,81.94415951706907
Wed Feb 18 15:31:08 2026,0,1,1,0,1,1,201,52,8,1,0,0,23.360859375,161825,34.255958795181975,1003.4505000811494,81.90886486394727
Wed Feb 18 15:31:09 2026,0,1,1,0,1,1,201,52,8,1,0,0,23.3575390625,161530,34.2556483272133,1003.457224071898,81.85244093764919
Wed Feb 18 15:31:10 2026,0,1,1,0,1,1,201,52,8,1,0,0,23.355,162718,34.266888487970256,1003.44608109846,81.9459466333731
Wed Feb 18 15:31:11 2026,0,0,0,0,0,0,183,45,9,1,0,0,23.352265625,161825,34.26089389250539,1003.4398401675128,81.99831745578635
Wed Feb 18 15:31:12 2026,0,0,0,0,0,0,183,45,9,1,0,0,23.3497265625,163470,34.249179471282325,1003.4304384225657,82.07721277231954
Wed Feb 18 15:31:13 2026,0,0,0,0,0,0,183,45,9,1,0,0,23.348359375,162868,34.27200646047716,1003.4264474224483,82.11070367435659
Wed Feb 18 15:31:14 2026,0,0,0,0,0,0,177,42,8,1,0,0,23.3462109375,163773,34.26606650813496,1003.4263941320866,82.11115086682271
Wed Feb 18 15:31:15 2026,0,0,0,0,0,0,177,42,8,1,0,0,23.3442578125,163169,34.260145099179965,1003.4231800169466,82.1381225354941
Wed Feb 18 15:31:16 2026,0,0,0,0,0,0,177,42,8,1,0,0,23.3423046875,163470,34.25996247617517,1003.4269303173855,82.1066514043859
Wed Feb 18 15:31:17 2026,0,0,0,0,0,0,174,42,8,1,0,0,23.3403515625,164077,34.254041371236546,1003.4271983821986,82.10440190748575
Wed Feb 18 15:31:18 2026,0,0,0,0,0,0,174,42,8,1,0,0,23.3391796875,164077,34.248193567013324,1003.4287520882853,82.0913638126615
Wed Feb 18 15:31:19 2026,0,0,0,0,0,0,174,42,8,1,0,0,23.3391796875,163169,34.242455538440325,1003.4200466136853,82.16441696719103
Wed Feb 18 15:31:20 2026,0,0,0,0,0,0,180,44,5,0,0,0,23.338203125,164842,34.22515154710572,1003.4219217366175,82.14868157893086
Wed Feb 18 15:31:21 2026,0,0,0,0,0,0,180,44,5,0,0,0,23.3376171875,165149,34.213622780685256,1003.4279218599481,82.09833076266536
Wed Feb 18 15:31:22 2026,0,0,0,0,0,0,180,44,5,0,0,0,23.3360546875,165613,34.2192137366589,1003.4305737984083,82.0760767534267
Wed Feb 18 15:31:23 2026,0,0,0,0,0,0,180,44,6,0,0,0,23.3360546875,164842,34.213476853337625,1003.4375381468966,82.01763494695281
Wed Feb 18 15:31:24 2026,0,0,0,0,0,0,180,44,6,0,0,0,23.3356640625,166549,34.2134403718734,1003.4316720508572,82.06686067110637
Wed Feb 18 15:31:25 2026,0,0,0,0,0,0,180,44,6,0,0,0,23.3346875,165304,34.20761252416689,1003.4283238818406,82.09495715231715
Wed Feb 18 15:31:26 2026,0,0,0,0,0,0,156,39,7,0,0,0,23.333515625,165924,34.22471364862608,1003.4263953829719,82.11114036986646
Wed Feb 18 15:31:27 2026,0,0,0,0,0,0,156,39,7,0,0,0,23.333515625,166706,34.22471364862608,1003.4263953829719,82.11114036986646
